t,metric,outcome,dsdt,adaptive_threshold,spike_candidate,persistence,deviation,slope,recovery_lag,gv_signal,warning
0,1.0000246030671496,recoverable,0.0,0.006600000000000001,0,0.0,0.0,0.0,0.0,0.0,0
1,1.0059749107501694,recoverable,0.005950307683019851,0.006600000000000001,0,0.0,0.0,0.0,0.0,0.0,0
2,0.9945172428927556,recoverable,-0.011457667857413867,0.006600000000000001,0,0.0,0.0,-0.002753680087196967,0.0,0.0,0
3,0.9821881632248544,recoverable,-0.0123290796679012,0.006600000000000001,0,0.0,0.0,-0.006496698738429977,0.0,0.0,0
4,0.9909065842965656,recoverable,0.00871842107171128,0.03503704837802212,0,0.0,0.003815716549733339,-0.004202278506648397,0.0,0.002861787412300004,0
5,0.9801670689000708,recoverable,-0.01073951539649487,0.02515288527869338,0,0.0,0.012129359955190044,-0.004480620853260166,0.0,0.009097019966392533,0
6,1.0012028720519488,recoverable,0.02103580315187803,0.03503704837802212,0,0.0,0.007634094168589622,-0.0018461262622139478,0.0,0.005725570626442217,0
7,1.0268043049110906,recoverable,0.02560143285914185,0.04247953023246296,0,0.0,0.02908108614926508,0.0015388764108350138,0.0,0.04951059000697905,0
8,0.9901558696289734,recoverable,-0.03664843528211725,0.043971704403883954,0,0.0,0.006726532562535303,0.0005727235453944104,0.0,0.015353923239000864,0
9,0.9875905020036012,recoverable,-0.0025653676253721835,0.03822169257826694,0,0.0,0.008362710169116716,-9.03047045080543e-05,0.0,0.006272032626837537,0
10,1.009796841003704,recoverable,0.022206339000102715,0.043971704403883954,0,0.0,0.01258511711907806,0.0009362283822653589,0.0,0.026290948720085004,0
11,1.0071377401632011,recoverable,-0.002659100840502804,0.03822169257826694,0,0.0,0.00909884825536078,0.0020959554149514253,0.0,0.04455133366064624,0
12,1.002108284979958,recoverable,-0.005029455183243048,0.03247168075264994,0,0.0,0.0037563628358009415,0.0022034091027478084,0.0,0.042478635976311255,0
13,0.981390639105836,recoverable,-0.02071764587412206,0.03689214215801554,0,0.0,0.01574976282129814,0.00026685810334172393,0.0,0.016615767976124636,0
14,0.9994149635507346,recoverable,0.018024324444898543,0.04140633677851177,0,0.0,0.002122924182026975,-9.565289587694733e-05,0.0,0.001592193136520231,0
15,1.0139060638891657,recoverable,0.014491100338431151,0.04411017125644924,0,0.0,0.015575647987929542,-0.00048683980311916636,0.0,0.011681735990947155,0
16,0.9731157090542985,recoverable,-0.04079035483486726,0.04424863810901451,0,0.0,0.02373148879711795,-0.0021095257941270034,0.0,0.017798616597838463,0
17,0.9908476847791956,recoverable,0.017731975724897153,0.051149152675198324,0,0.0,0.005666206790430617,-0.0007178004580444465,0.0,0.004249655092822963,0
18,0.9619755452039832,recoverable,-0.028872139575212397,0.055484299616009945,0,0.0,0.03272053866218816,-0.00290831029781888,0.0,0.02454040399664112,0
19,0.9742092452043004,recoverable,0.012233700000317205,0.053085479513279535,0,0.0,0.019462496728777423,-0.004260972228661511,0.0,0.014596872546583066,0
20,0.9631652992441654,recoverable,-0.011043945960135026,0.05175592909302813,0,0.0,0.029053754941821386,-0.004573411559755616,0.0,0.02179031620636604,0
21,0.9952981773785065,recoverable,0.03213287813434107,0.05923999101689584,0,0.0,0.0029391630474051578,-0.0027451910273186752,0.0,0.0022043722855538683,0
22,0.974651070371126,recoverable,-0.020647107007380483,0.06292751000913287,0,0.0,0.01693803335301991,-0.002234963491928482,0.0,0.01270352501476493,0
23,1.005425287176434,recoverable,0.030774216805308008,0.07021416600577482,0,0.0,0.013259675808442783,-0.0010945039816891771,0.0,0.009944756856332088,0
24,1.0031350217324846,recoverable,-0.002290265443949391,0.06470982274794448,0,0.0,0.010530633949913604,0.0008313245210176452,0.0,0.022861816840752815,0
25,0.9962613811074008,recoverable,-0.006873640625083777,0.06470982274794448,0,0.0,0.003516339735413432,0.0033032089130182723,0.0,0.06209501523588897,0
26,0.9496648057835896,recoverable,-0.04659657532381123,0.06452540504966778,0,0.0,0.04148467130734612,0.0007279798775382408,0.0,0.04421714127619792,0
27,0.9892261420830673,recoverable,0.03956133629947767,0.06452540504966778,0,0.0,0.0018546444718731125,0.0017770270009103324,0.0,0.03337746937029081,0
28,0.9990299810919786,recoverable,0.009803839008911353,0.06311192770740957,0,0.0,0.007675084380588615,0.0014556747372830839,0.0,0.03195845855653697,0
29,1.002266179720066,recoverable,0.003236198628087439,0.06601271083413938,0,0.0,0.010547573575053537,0.0016772777214151874,0.0,0.038101679166763526,0
30,0.9693972846898922,recoverable,-0.03286889503017387,0.06306506109984426,0,0.0,0.02130041084254508,-0.0009703152330259986,0.0,0.01597530813190881,0
31,0.9904449344793214,recoverable,0.02104764978942919,0.0676106058746743,0,0.0,0.0002649048225791262,-0.0004032019044903807,0.0,0.00019867861693434463,0
32,0.9804296184388672,recoverable,-0.010015316040454136,0.0676106058746743,0,0.0,0.009280823736078858,-0.0017000251556329954,0.0,0.006960617802059144,0
33,0.983823255211488,recoverable,0.003393636772620723,0.07033751796674519,0,0.0,0.0059416900296791475,-0.0008301694996453432,0.0,0.004456267522259361,0
34,1.0212179724677215,recoverable,0.037394717256233556,0.07033751796674519,0,0.0,0.03044264762084914,0.002188556455448681,0.0,0.06222600191371311,0
35,0.983849306493362,recoverable,-0.037368665974359505,0.07163764208477884,0,0.0,0.007048759606620103,0.0024915615492358593,0.0,0.05013467759121054,0
36,0.9993495659010896,recoverable,0.01550025940772759,0.07033751796674519,0,0.0,0.008513276672802772,0.0006840463723302524,0.0,0.018697792206546618,0
37,1.0176877973476637,recoverable,0.018338231446574094,0.06382819176944254,0,0.0,0.027155391704824505,0.0019119812686273128,0.0,0.054782206613910006,0
38,0.988327991345134,recoverable,-0.02935980600252963,0.06382819176944254,0,0.0,0.0021434850215772405,0.0018470717076277353,0.0,0.034854904503482165,0
39,0.9977659610083168,recoverable,0.009437969663182777,0.06382819176944254,0,0.0,0.006955302674781727,0.0026424281549390274,0.0,0.052780183794988784,0
40,1.0522092828649896,recoverable,0.05444332185667278,0.07598258367007665,0,0.0,0.05998487646941164,0.004270708776805713,0.0,0.12186141533456157,0
41,1.0465175063868992,recoverable,-0.005691776478090382,0.06382819176944254,0,0.0,0.05298044111719802,0.005987923720070727,0.0,0.1475179577991716,0
42,1.0164354211255453,recoverable,-0.03008208526135392,0.06797026699576125,0,0.0,0.022420784650991177,0.004716942374776064,0.0,0.10172055123421253,0
43,1.038563715641626,recoverable,0.022128294516080782,0.0650978228702105,0,0.0,0.042643309949212393,0.004442767391725021,0.0,0.11195229551295965,0
44,1.0606924707366128,recoverable,0.022128755094986685,0.06932341162986054,0,0.0,0.06272948147133639,0.007205075831784203,0.0,0.17673847607561796,0
45,0.999383639423062,recoverable,-0.061308831313550805,0.0772522147708446,0,0.0,0.0019047309733224438,0.003653543035008837,0.0,0.0671923228601509,0
46,1.044628235565133,recoverable,0.0452445961420711,0.08045731588898991,0,0.0,0.04476557623169897,0.0034149529831075656,0.0,0.0950433358697104,0
47,1.0272163457035022,recoverable,-0.01741188986163089,0.0772522147708446,0,0.0,0.02614139767259127,0.002900339887749191,0.0,0.07181216623392889,0
48,1.0096370403237165,recoverable,-0.017579305379785692,0.07754489819207765,0,0.0,0.0069733757888144066,-0.0006459623661399882,0.0,0.005230031841610805,0
49,1.0603368139138785,recoverable,0.05069977359016198,0.0859509874060651,0,0.0,0.054802230421990394,-0.0010559159494273956,0.0,0.041101672816492796,0
50,1.0336391663002664,recoverable,-0.02669764761361204,0.0859509874060651,0,0.0,0.025755453906508352,-5.0984647322263675e-05,0.0,0.019316590429881264,0
51,0.9926577761427996,recoverable,-0.040981390157466824,0.09759846158103672,0,0.0,0.015137922876434895,-0.0014357613424701313,0.0,0.01135344215732617,0
52,1.0165500351710393,recoverable,0.02389225902823966,0.1051633346516733,0,0.0,0.007357703991807796,-0.0028699510444817615,0.0,0.005518277993855847,0
53,1.0251603813251045,recoverable,0.008610346154065196,0.10777168934239553,0,0.0,0.01531021367425045,-0.002360655128478477,0.0,0.011482660255687836,0
54,1.0085542056900654,recoverable,-0.016606175635039078,0.08099446902615076,0,0.0,0.0014766014260412241,-0.0011194356127020527,0.0,0.001107451069530918,0
55,1.0248147133513257,recoverable,0.016260507661260304,0.08038169427479679,0,0.0,0.013832128493754814,-0.0024465557660446383,0.0,0.01037409637031611,0
56,1.0087644794967443,recoverable,-0.016050233854581375,0.0728168212041602,0,0.0,0.004188094484598226,-0.0019410922526294973,0.0,0.0031410708634486695,0
57,1.0224791274193232,recoverable,0.013714647922578926,0.0728168212041602,0,0.0,0.008418120593438605,-0.0014136374970201396,0.0,0.006313590445078954,0
58,1.0370353962442025,recoverable,0.01455626882487926,0.07576837848936001,0,0.0,0.021707542246577338,-0.0012067373061705518,0.0,0.016280656684933004,0
59,0.9939651859410188,recoverable,-0.0430702103031837,0.0728168212041602,0,0.0,0.021085968263971466,-0.0003012376915503237,0.0,0.0158144761979786,0
60,1.0108295363696227,recoverable,0.016864350428603903,0.06820350541872343,0,0.0,0.005602692891358618,0.0005487969900603211,0.0,0.014080365489604743,0
61,0.9968566698818808,recoverable,-0.013972866487741875,0.06406296041389768,0,0.0,0.019789283892519105,-0.001818936996574693,0.0,0.014841962919389329,0
62,1.0080855261426334,recoverable,0.01122885626075254,0.07453741172941157,0,0.0,0.009482291221892147,-0.0020322663275778577,0.0,0.0071117184164191105,0
63,0.9812690516291376,recoverable,-0.02681647451349578,0.06193655035516436,0,0.0,0.03621362561597641,-0.0030316892638533022,0.0,0.027160219211982303,0
64,0.9929498657344172,recoverable,0.011680814105279658,0.06193655035516436,0,0.0,0.02359054128625304,-0.003969039143437781,0.0,0.01769290596468978,0
65,1.000180330475105,recoverable,0.00723046474068767,0.07157763182518684,0,0.0,0.0169044440116235,-0.003238822678468593,0.0,0.012678333008717624,0
66,1.0216889563527247,recoverable,0.021508625877619814,0.06814556343933693,0,0.0,0.0038595355176083146,-0.0021068254483440833,0.0,0.002894651638206236,0
67,1.02626471578607,recoverable,0.004575759433345317,0.0630664431639156,0,0.0,0.008149397669673597,3.2408195941040315e-05,0.0,0.006695395779193924,0
68,0.976569947281576,recoverable,-0.04969476850449406,0.0630664431639156,0,0.0,0.04115343603270183,0.00038555010567911197,0.0,0.03780497892675038,0
69,0.9868583136830794,recoverable,0.010288366401503435,0.06010342306566951,0,0.0,0.03050148138702402,-0.000838557183347789,0.0,0.022876111040268016,0
70,1.0154274218698616,recoverable,0.028569108186782155,0.06163237389607739,0,0.0,0.0007063111670708722,0.0007060844543619282,0.0,0.013239253553817863,0
71,0.962404064436188,recoverable,-0.05302335743367359,0.06163237389607739,0,0.0,0.05092588720238744,-0.0016287134186476506,0.0,0.03819441540179058,0
72,0.992774712899871,recoverable,0.03037064846368298,0.06163237389607739,0,0.0,0.01976654846451531,-0.0011407327102463713,0.0,0.01482491134838648,0
73,0.9998984198566604,recoverable,0.007123706956789433,0.06094243318938863,0,0.0,0.011353998314893698,-0.0018663655203409242,0.0,0.008515498736170274,0
74,1.026808963043753,recoverable,0.026910543187092517,0.06294162894942107,0,0.0,0.01668599512862734,-0.0005712401038484745,0.0,0.012514496346470503,0
75,1.015297947182531,recoverable,-0.01151101586122194,0.06390545328763472,0,0.0,0.004644502342090018,0.0001676294022070356,0.0,0.006500705996294154,0
76,0.9948219177179206,recoverable,-0.020476029464610357,0.06390545328763472,0,0.0,0.014171316527613276,0.0010402891267926864,0.0,0.02935369167797831,0
77,0.9938646584415178,recoverable,-0.0009572592764027776,0.06232312356527772,0,0.0,0.014016852895283316,0.0024914464122800357,0.0,0.055358675092503126,0
78,0.9961146305824498,recoverable,0.0022499721409319218,0.060995770911606545,0,0.0,0.01131613376297591,0.0011450728517555066,0.0,0.02909841165383105,0
79,1.0314826835814137,recoverable,0.03536805299896395,0.06232312356527772,0,0.0,0.02501372358040377,0.002176851659749097,0.0,0.05794362256078657,0
80,0.9914395011485426,recoverable,-0.04004318243287108,0.062213805229112046,0,0.0,0.013622803347410173,0.002388162639634088,0.0,0.05320403002397121,0
81,0.9939263922327054,recoverable,0.002486891084162779,0.062213805229112046,0,0.0,0.01117819946624421,-0.0005090055960585057,0.0,0.008383649599683157,0
82,1.0070517813457054,recoverable,0.013125389112999986,0.062213805229112046,0,0.0,0.0022637981076003566,-0.001047622440693718,0.0,0.0016978485807002675,0
83,0.9975845910982708,recoverable,-0.009467190247434587,0.060852023407932485,0,0.0,0.006284199132273072,-0.0018007730586251662,0.0,0.004713149349204804,0
84,0.9960543154406856,recoverable,-0.0015302756575852339,0.05727156819505951,0,0.0,0.007397811781545638,-0.00081531063621409,0.0,0.005548358836159228,0
85,0.9777186571369788,recoverable,-0.01833565830370676,0.06028972896460441,0,0.0,0.02416360154477426,-0.001224592480473665,0.0,0.018122701158580695,0
86,0.999769570639229,recoverable,0.02205091350225019,0.06649160979747387,0,0.0,0.0018128577472734664,-0.0013406593095778951,0.0,0.0013596433104550998,0
87,0.9911283755405116,recoverable,-0.008641195098717414,0.0647695346171911,0,0.0,0.009409027783363832,-0.002051852888812436,0.0,0.007056770837522874,0
